Medicine_ID,Medicine_Name,Generic_Name,Manufacturer,Medicine_Category,Dosage_Form,Strength,Pack_Size,Batch_Number,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Initial_Quantity,Current_Stock,Quantity_Sold,Quantity_Wasted,Unit_Price,Stock_Value,Potential_Loss,Supplier,Storage_Location,Expiry_Status,Stock_Status
MED-0119,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN33647,2026-04-08,2027-09-28,407,459,8,451,0,17.47,139.76,0,Medix Wholesale,Shelf C-1,Safe,Low Stock
MED-0120,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN28595,2025-11-01,2026-12-17,122,864,548,316,0,20.25,11097,0,BioCare Logistics,Shelf B-2,Safe,Overstocked
MED-0121,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN50846,2026-08-19,2028-06-19,672,186,18,168,0,15.34,276.12,0,OmniPharma Ltd.,Shelf A-1,Safe,Low Stock
MED-0122,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN68079,2026-05-22,2028-03-27,588,552,217,335,0,25.04,5433.68,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0123,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,50g,BN47125,2026-11-09,2028-07-15,698,639,346,293,0,27.94,9667.24,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0124,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN36794,2026-04-11,2027-06-20,307,882,266,616,0,26.38,7017.08,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0125,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN26932,2025-10-26,2027-07-09,326,672,367,305,0,8.45,3101.15,0,PharmaLink Distribution,Shelf B-2,Safe,Optimal
MED-0126,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,20mg,30s,BN51033,2026-12-01,2028-06-25,678,826,660,166,0,36.96,24393.6,0,PharmaLink Distribution,Shelf B-2,Safe,Overstocked
MED-0127,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,20mg,30s,BN91018,2026-10-07,2027-11-21,461,547,437,110,0,11.23,4907.51,0,BioCare Logistics,Shelf C-1,Safe,Overstocked
MED-0128,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN61873,2026-07-08,2027-10-29,438,441,91,350,0,8.8,800.8,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0129,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN56019,2025-12-17,2027-04-16,242,205,42,163,0,23.62,992.04,0,Medix Wholesale,Shelf C-1,Safe,Optimal
MED-0130,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN92306,2026-08-24,2028-06-15,668,559,353,206,0,78.74,27795.22,0,OmniPharma Ltd.,Narcotics Safe,Safe,Overstocked
MED-0131,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN29786,2026-07-28,2028-03-10,571,746,315,431,0,68.2,21483,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0132,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,1%,100g,BN70521,2025-07-09,2027-01-13,149,951,298,653,0,8.83,2631.34,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0133,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN86064,2025-05-12,2026-12-28,133,929,590,339,0,56.28,33205.2,0,Apex Global Health,Shelf C-1,Safe,Overstocked
MED-0134,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN69050,2024-09-29,2026-09-29,43,186,84,102,0,55.81,4688.04,4688.04,PharmaLink Distribution,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0135,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN78690,2025-10-23,2027-04-27,253,481,149,332,0,34.46,5134.54,0,Apex Global Health,Cold Storage 1,Safe,Optimal
MED-0136,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN53213,2025-01-25,2026-08-10,-7,390,74,316,74,62.21,4603.54,4603.54,OmniPharma Ltd.,Shelf A-2,Expired,Optimal
MED-0137,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN55851,2026-10-17,2027-12-22,492,709,91,618,0,28.04,2551.64,0,BioCare Logistics,Narcotics Safe,Safe,Low Stock
MED-0138,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN94675,2026-10-17,2028-04-19,611,118,51,67,0,27.98,1426.98,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0139,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN28030,2025-08-03,2026-09-23,37,619,296,323,0,71.4,21134.4,21134.4,OmniPharma Ltd.,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0140,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN88282,2026-01-29,2027-05-01,257,951,714,237,0,66.12,47209.68,0,Medix Wholesale,Narcotics Safe,Safe,Overstocked
MED-0141,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,100s,BN57749,2025-12-02,2027-07-17,334,725,296,429,0,64.57,19112.72,0,BioCare Logistics,Shelf A-2,Safe,Optimal
MED-0142,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,14s,BN71474,2025-11-26,2027-06-02,289,794,589,205,0,83.72,49311.08,0,BioCare Logistics,Shelf B-1,Safe,Overstocked
MED-0143,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN31241,2027-05-19,2028-07-27,710,993,261,732,0,6.8,1774.8,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0144,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN47363,2024-11-12,2026-03-31,-139,560,141,419,141,14.66,2067.06,2067.06,BioCare Logistics,Shelf A-1,Expired,Optimal
MED-0145,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN13495,2026-04-13,2027-12-26,496,482,125,357,0,34.36,4295,0,PharmaLink Distribution,Shelf A-1,Safe,Optimal
MED-0146,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN29142,2025-01-24,2026-09-22,36,812,445,367,0,13.95,6207.75,6207.75,BioCare Logistics,Shelf B-2,Near Expiry (31-90 Days),Optimal
MED-0147,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN12490,2025-07-12,2027-04-18,244,844,628,216,0,46.04,28913.12,0,PharmaLink Distribution,Shelf B-1,Safe,Overstocked
MED-0148,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN16258,2024-12-23,2026-11-06,81,568,52,516,0,11.65,605.8,605.8,BioCare Logistics,Cold Storage 1,Near Expiry (31-90 Days),Low Stock
MED-0149,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN48177,2027-02-08,2028-08-06,720,346,218,128,0,17.95,3913.1,0,PharmaLink Distribution,Shelf C-1,Safe,Overstocked
MED-0150,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,1%,50g,BN61177,2025-02-08,2026-12-30,135,496,196,300,0,23.43,4592.28,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0151,Glucophage,Metformin,Merck,Antidiabetic,Tablet,850mg,60s,BN96127,2027-01-15,2028-07-03,686,236,16,220,0,31.56,504.96,0,Apex Global Health,Narcotics Safe,Safe,Low Stock
MED-0152,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,48s,BN92802,2025-08-02,2026-09-03,17,833,417,416,0,80.35,33505.95,33505.95,PharmaLink Distribution,Shelf B-1,Critical (<30 Days),Optimal
MED-0153,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,14s,BN15492,2026-01-09,2027-09-29,408,507,283,224,0,41.56,11761.48,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0154,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,40mg,28s,BN16265,2026-06-04,2027-10-21,430,227,99,128,0,38.55,3816.45,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0155,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,100mcg,100s,BN34486,2026-10-03,2028-04-08,600,916,536,380,0,24.5,13132,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0156,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN88964,2025-08-13,2027-05-19,275,400,169,231,0,10.96,1852.24,0,Apex Global Health,Narcotics Safe,Safe,Optimal
MED-0157,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN88986,2025-05-17,2027-05-05,261,554,184,370,0,39.39,7247.76,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0158,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN19835,2026-07-03,2028-01-05,506,625,415,210,0,64.37,26713.55,0,Medix Wholesale,Shelf A-1,Safe,Overstocked
MED-0159,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN26545,2025-01-27,2026-08-02,-15,470,108,362,108,80.83,8729.64,8729.64,PharmaLink Distribution,Shelf C-1,Expired,Optimal
MED-0160,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN58760,2025-04-15,2027-02-02,169,240,140,100,0,32.77,4587.8,0,Apex Global Health,Narcotics Safe,Safe,Optimal
MED-0161,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN13396,2026-07-20,2028-04-10,602,496,292,204,0,12.22,3568.24,0,Apex Global Health,Narcotics Safe,Safe,Optimal
MED-0162,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,100s,BN74382,2025-07-28,2026-09-03,17,562,108,454,0,76.64,8277.12,8277.12,BioCare Logistics,Shelf A-1,Critical (<30 Days),Optimal
MED-0163,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN18511,2026-04-09,2027-09-09,388,971,166,805,0,61.22,10162.52,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0164,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN36342,2025-11-06,2027-07-16,333,126,51,75,0,48.21,2458.71,0,Apex Global Health,Shelf B-2,Safe,Optimal
MED-0165,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN18617,2026-06-25,2028-03-20,581,520,398,122,0,36.28,14439.44,0,OmniPharma Ltd.,Shelf A-1,Safe,Overstocked
MED-0166,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN68979,2026-11-04,2028-04-28,620,231,146,85,0,55.28,8070.88,0,Medix Wholesale,Shelf A-2,Safe,Overstocked
MED-0167,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN26274,2026-07-01,2027-09-23,402,265,87,178,0,79.62,6926.94,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0168,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN42847,2025-06-08,2026-10-26,70,228,100,128,0,27.48,2748,2748,OmniPharma Ltd.,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0169,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN32439,2027-02-06,2028-07-27,710,962,582,380,0,5.9,3433.8,0,PharmaLink Distribution,Shelf A-1,Safe,Overstocked
MED-0170,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN84991,2025-04-07,2026-12-17,122,742,563,179,0,26.4,14863.2,0,Apex Global Health,Shelf B-2,Safe,Overstocked
MED-0171,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN69446,2024-12-15,2026-03-05,-165,550,116,434,116,42.45,4924.2,4924.2,Medix Wholesale,Shelf A-2,Expired,Optimal
MED-0172,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN62260,2025-01-13,2026-10-03,47,675,74,601,0,28.83,2133.42,2133.42,BioCare Logistics,Shelf A-1,Near Expiry (31-90 Days),Low Stock
MED-0173,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,14s,BN28465,2024-10-19,2026-05-03,-106,984,325,659,325,37,12025,12025,Medix Wholesale,Shelf B-1,Expired,Optimal
MED-0174,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN30885,2026-08-31,2028-04-26,618,610,455,155,0,27.95,12717.25,0,PharmaLink Distribution,Shelf A-1,Safe,Overstocked
MED-0175,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN41552,2025-09-07,2026-10-01,45,151,56,95,0,43.33,2426.48,2426.48,BioCare Logistics,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0176,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN66482,2025-03-16,2026-09-19,33,882,226,656,0,32.69,7387.94,7387.94,BioCare Logistics,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0177,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN82512,2026-04-02,2027-12-16,486,561,396,165,0,47.86,18952.56,0,OmniPharma Ltd.,Narcotics Safe,Safe,Overstocked
MED-0178,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN22672,2026-01-17,2027-10-29,438,474,78,396,0,18.92,1475.76,0,OmniPharma Ltd.,Shelf B-2,Safe,Optimal
MED-0179,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN15100,2025-01-29,2026-09-28,42,631,253,378,0,14.79,3741.87,3741.87,OmniPharma Ltd.,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0180,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN61505,2025-11-19,2027-09-18,397,444,264,180,0,70.83,18699.12,0,OmniPharma Ltd.,Shelf B-2,Safe,Optimal
MED-0181,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN12180,2025-08-07,2027-03-08,203,697,320,377,0,68.23,21833.6,0,PharmaLink Distribution,Cold Storage 2,Safe,Optimal
MED-0182,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN86483,2026-06-18,2028-05-05,627,838,639,199,0,66.41,42435.99,0,BioCare Logistics,Shelf A-2,Safe,Overstocked
MED-0183,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN85047,2025-12-01,2027-03-08,203,119,61,58,0,28.38,1731.18,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0184,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,300ml,BN75774,2027-02-10,2028-03-12,573,822,146,676,0,45.29,6612.34,0,OmniPharma Ltd.,Cold Storage 2,Safe,Optimal
MED-0185,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN51124,2026-06-02,2028-02-29,561,450,284,166,0,31.73,9011.32,0,Apex Global Health,Shelf C-1,Safe,Overstocked
MED-0186,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN46569,2026-02-02,2027-07-04,321,889,300,589,0,60.65,18195,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0187,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN47721,2025-02-06,2026-11-11,86,488,222,266,0,70.02,15544.44,15544.44,Medix Wholesale,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0188,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,20s,BN55398,2025-12-03,2027-08-05,353,319,56,263,0,70.81,3965.36,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0189,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN24316,2027-03-09,2028-07-08,691,348,30,318,0,57.76,1732.8,0,OmniPharma Ltd.,Cold Storage 1,Safe,Low Stock
MED-0190,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN23133,2027-01-22,2028-03-13,574,797,145,652,0,2.93,424.85,0,OmniPharma Ltd.,Shelf A-2,Safe,Optimal
MED-0191,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN72580,2026-03-26,2027-09-06,385,392,35,357,0,77.4,2709,0,PharmaLink Distribution,Narcotics Safe,Safe,Low Stock
MED-0192,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN32946,2026-04-27,2027-05-15,271,956,411,545,0,67.51,27746.61,0,Medix Wholesale,Narcotics Safe,Safe,Optimal
MED-0193,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN49110,2025-09-15,2027-03-05,200,391,237,154,0,84.1,19931.7,0,OmniPharma Ltd.,Shelf C-1,Safe,Overstocked
MED-0194,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN45761,2025-03-15,2026-08-31,14,266,137,129,0,55.98,7669.26,7669.26,Medix Wholesale,Shelf A-1,Critical (<30 Days),Optimal
MED-0195,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN33002,2026-06-01,2028-01-05,506,627,172,455,0,9.66,1661.52,0,PharmaLink Distribution,Shelf A-2,Safe,Optimal
MED-0196,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN42512,2025-01-27,2026-05-27,-82,557,202,355,202,24.53,4955.06,4955.06,Apex Global Health,Shelf B-1,Expired,Optimal
MED-0197,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN95679,2026-06-14,2027-07-15,332,783,126,657,0,40.9,5153.4,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0198,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN93717,2026-03-10,2027-09-14,393,729,231,498,0,20.58,4753.98,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0199,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN64505,2026-06-11,2028-03-12,573,921,685,236,0,70.61,48367.85,0,Medix Wholesale,Narcotics Safe,Safe,Overstocked
MED-0200,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN79228,2025-04-21,2027-02-03,170,214,20,194,0,70.87,1417.4,0,OmniPharma Ltd.,Shelf A-2,Safe,Low Stock
MED-0201,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN53007,2026-12-14,2028-02-11,543,796,215,581,0,61.65,13254.75,0,BioCare Logistics,Shelf A-1,Safe,Optimal
MED-0202,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN69432,2025-02-18,2026-10-09,53,677,49,628,0,48.6,2381.4,2381.4,Apex Global Health,Narcotics Safe,Near Expiry (31-90 Days),Low Stock
MED-0203,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,20mg,90s,BN10395,2027-05-25,2028-06-30,683,146,59,87,0,30.92,1824.28,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0204,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,100s,BN14159,2026-03-11,2027-05-19,275,884,661,223,0,83.21,55001.81,0,BioCare Logistics,Shelf B-1,Safe,Overstocked
MED-0205,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN59236,2024-11-03,2026-08-06,-11,236,93,143,93,73.47,6832.71,6832.71,PharmaLink Distribution,Shelf A-2,Expired,Optimal
MED-0206,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,10s,BN39188,2025-07-10,2026-12-09,114,574,349,225,0,61.83,21578.67,0,BioCare Logistics,Shelf C-1,Safe,Overstocked
MED-0207,Singulair,Montelukast,Organon,Respiratory,Tablet,4mg,28s,BN70375,2026-05-21,2027-08-25,373,996,747,249,0,65.65,49040.55,0,PharmaLink Distribution,Narcotics Safe,Safe,Overstocked
MED-0208,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN41544,2024-10-29,2026-08-29,12,134,48,86,0,51.82,2487.36,2487.36,PharmaLink Distribution,Shelf A-2,Critical (<30 Days),Optimal
MED-0209,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,100s,BN40715,2025-11-02,2027-01-12,148,615,153,462,0,21.82,3338.46,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0210,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN49552,2027-01-10,2028-05-02,624,523,158,365,0,25.2,3981.6,0,OmniPharma Ltd.,Shelf C-1,Safe,Optimal
MED-0211,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,48s,BN16145,2026-03-18,2027-12-11,481,426,218,208,0,36.18,7887.24,0,Apex Global Health,Shelf B-2,Safe,Optimal
MED-0212,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN39536,2025-08-18,2027-04-12,238,159,76,83,0,36.55,2777.8,0,BioCare Logistics,Shelf C-1,Safe,Optimal
MED-0213,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN41831,2025-11-23,2027-10-20,429,180,120,60,0,72.39,8686.8,0,PharmaLink Distribution,Shelf C-1,Safe,Overstocked
MED-0214,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,28s,BN59436,2027-07-06,2028-07-25,708,994,79,915,0,18.02,1423.58,0,OmniPharma Ltd.,Narcotics Safe,Safe,Low Stock
MED-0215,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN37379,2026-05-20,2027-10-22,431,115,32,83,0,79.82,2554.24,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0216,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN61987,2026-12-22,2028-06-03,656,894,294,600,0,33.9,9966.6,0,OmniPharma Ltd.,Narcotics Safe,Safe,Optimal
MED-0217,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN57139,2026-08-14,2028-04-08,600,200,125,75,0,65.33,8166.25,0,Apex Global Health,Shelf A-2,Safe,Overstocked
MED-0218,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN15992,2026-04-17,2027-06-30,317,116,38,78,0,48.15,1829.7,0,OmniPharma Ltd.,Shelf C-1,Safe,Optimal
MED-0219,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN35715,2026-02-21,2027-12-09,479,953,256,697,0,43.69,11184.64,0,Apex Global Health,Shelf B-1,Safe,Optimal
MED-0220,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN32050,2026-08-17,2027-11-11,451,243,189,54,0,47.59,8994.51,0,Medix Wholesale,Shelf C-1,Safe,Overstocked
MED-0221,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN19742,2026-01-01,2027-01-04,140,522,75,447,0,72.01,5400.75,0,Medix Wholesale,Shelf A-1,Safe,Low Stock
MED-0222,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN38668,2026-11-03,2027-12-03,473,732,499,233,0,56.89,28388.11,0,PharmaLink Distribution,Cold Storage 1,Safe,Overstocked
MED-0223,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,10s,BN12192,2025-11-23,2027-08-24,372,393,13,380,0,43.93,571.09,0,BioCare Logistics,Shelf A-2,Safe,Low Stock
MED-0224,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN41584,2025-06-16,2026-10-23,67,934,382,552,0,24.55,9378.1,9378.1,BioCare Logistics,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0225,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN84055,2025-07-22,2026-11-14,89,407,195,212,0,70.82,13809.9,13809.9,PharmaLink Distribution,Narcotics Safe,Near Expiry (31-90 Days),Optimal
MED-0226,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN63120,2026-10-04,2028-06-03,656,157,86,71,0,3.28,282.08,0,Medix Wholesale,Shelf A-1,Safe,Optimal
MED-0227,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN84167,2025-05-27,2027-02-21,188,143,34,109,0,19.94,677.96,0,OmniPharma Ltd.,Shelf B-2,Safe,Optimal
MED-0228,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN99709,2026-08-11,2028-05-25,647,773,38,735,0,17.3,657.4,0,Apex Global Health,Shelf A-1,Safe,Low Stock
MED-0229,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,28s,BN20084,2027-02-13,2028-06-15,668,680,403,277,0,58.36,23519.08,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0230,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN20279,2026-10-09,2027-11-05,445,200,116,84,0,21.65,2511.4,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0231,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN13883,2026-06-14,2028-02-20,552,333,187,146,0,48.13,9000.31,0,BioCare Logistics,Shelf B-2,Safe,Optimal
MED-0232,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN91083,2025-07-26,2027-07-26,343,175,26,149,0,24.61,639.86,0,BioCare Logistics,Narcotics Safe,Safe,Low Stock
MED-0233,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN51507,2026-02-15,2027-02-17,184,415,232,183,0,32.19,7468.08,0,Apex Global Health,Shelf A-1,Safe,Optimal
MED-0234,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN66489,2026-09-18,2028-06-06,659,517,57,460,0,4.67,266.19,0,Apex Global Health,Shelf C-1,Safe,Low Stock
MED-0235,Glucophage,Metformin,Merck,Antidiabetic,Tablet,1000mg,100s,BN60493,2024-11-17,2026-06-03,-75,897,53,844,53,62.3,3301.9,3301.9,OmniPharma Ltd.,Shelf A-2,Expired,Low Stock
MED-0236,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN32216,2025-05-10,2026-09-24,38,604,94,510,0,7.72,725.68,725.68,BioCare Logistics,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0237,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN20082,2025-09-09,2027-07-26,343,607,309,298,0,53.38,16494.42,0,BioCare Logistics,Shelf A-1,Safe,Optimal
